institution;period;sek;doi;is_hybrid
ki;2021;7 610,48;10.1183/23120541.00917-2020;FALSKT
ki;2021;33 383,77;10.1186/s13195-021-00799-3;FALSKT
ki;2021;29 567,30;10.1200/jco.20.02598;SANT
ki;2021;15 513,95;10.1210/clinem/dgaa982;SANT
ki;2021;27 140,16;10.1212/nxg.0000000000000546;FALSKT
ki;2021;27 714,72;10.1212/nxg.0000000000000566;FALSKT
ki;2021;29 329,59;10.1212/nxi.0000000000000912;FALSKT
ki;2021;28 338,66;10.1212/wnl.0000000000011545;SANT
ki;2021;30 833,25;10.1242/dmm.046300;FALSKT
ki;2021;14 281,73;10.1371/journal.pone.0243427;FALSKT
ki;2021;14 022,40;10.1371/journal.pone.0243948;FALSKT
ki;2021;14 281,73;10.1371/journal.pone.0245246;FALSKT
ki;2021;14 136,81;10.1371/journal.pone.0245902;FALSKT
ki;2021;14 607,00;10.1371/journal.pone.0248809;FALSKT
ki;2021;12 898,08;10.1523/jneurosci.1848-20.2021;SANT
ki;2021;13 108,21;10.1523/jneurosci.2250-20.2021;SANT
ki;2021;7 770,03;10.16966/2378-7090.349;FALSKT
ki;2021;20 855,50;10.2147/copd.s283372;FALSKT
ki;2021;15 880,01;10.2196/18385;FALSKT
ki;2021;20 911,00;10.2196/24466;FALSKT
ki;2021;24 565,80;10.2217/pgs-2020-0106;SANT
ki;2021;16 066,02;10.2340/00015555-3770;FALSKT
ki;2021;24 932,10;10.26508/lsa.202000723;FALSKT
ki;2021;18 458,28;10.3233/jad-200976;SANT
ki;2021;24 655,09;10.3233/jad-201344;SANT
ki;2021;16 326,30;10.3324/haematol.2019.234716;FALSKT
ki;2021;15 654,15;10.3389%2ffneur.2021.652590;FALSKT
ki;2021;24 787,97;10.3389/fcell.2021.630942;FALSKT
ki;2021;15 419,57;10.3389/fcell.2021.640723;FALSKT
ki;2021;24 552,26;10.3389/fcimb.2021.625229;FALSKT
ki;2021;24 877,06;10.3389/fcimb.2021.643326;FALSKT
ki;2021;20 850,02;10.3389/fcvm.2021.638829;FALSKT
ki;2021;21 036,52;10.3389/fcvm.2021.655869;FALSKT
ki;2021;24 826,02;10.3389/fendo.2020.554922;FALSKT
ki;2021;8 182,55;10.3389/fgene.2021.658446;FALSKT
ki;2021;22 148,54;10.3389/fimmu.2020.619398;FALSKT
ki;2021;24 153,42;10.3389/fimmu.2021.618110;FALSKT
ki;2021;15 629,54;10.3389/fimmu.2021.640578;FALSKT
ki;2021;24 493,85;10.3389/fimmu.2021.642173;FALSKT
ki;2021;24 314,49;10.3389/fmats.2020.560372;FALSKT
ki;2021;25 127,81;10.3389/fnagi.2021.621619;FALSKT
ki;2021;22 618,21;10.3389/fneur.2020.610192;FALSKT
ki;2021;24 404,76;10.3389/fneur.2021.647811;FALSKT
ki;2021;14 013,14;10.3389/fonc.2020.607149;FALSKT
ki;2021;25 151,41;10.3389/fped.2021.615724;FALSKT
ki;2021;15 366,66;10.3389/fphar.2021.627032;FALSKT
ki;2021;24 627,49;10.3389/fpsyg.2021.582823;FALSKT
ki;2021;24 534,56;10.3389/fpsyg.2021.629590;FALSKT
ki;2021;18 350,65;10.3389/fpubh.2020.623773;FALSKT
ki;2021;2 669,87;10.3389/frma.2021.594424;FALSKT
ki;2021;3 736,35;10.3389/fspor.2021.648929;FALSKT
ki;2021;13 255,23;10.3390/antibiotics10040371;FALSKT
ki;2021;15 055,62;10.3390/antiox10020163;FALSKT
ki;2021;18 742,57;10.3390/app11031250;FALSKT
ki;2021;10 233,46;10.3390/cancers13020298;FALSKT
ki;2021;20 466,92;10.3390/cancers13020302;FALSKT
ki;2021;20 405,72;10.3390/cancers13051010;FALSKT
ki;2021;10 187,02;10.3390/cancers13051143;FALSKT
ki;2021;18 429,12;10.3390/cancers13051166;FALSKT
ki;2021;18 213,59;10.3390/cancers13071588;FALSKT
ki;2021;16 882,24;10.3390/cells10020241;FALSKT
ki;2021;18 892,73;10.3390/cells10020295;FALSKT
ki;2021;14 806,26;10.3390/cells10040852;FALSKT
ki;2021;8 441,07;10.3390/children8020080;FALSKT
ki;2021;11 900,38;10.3390/diagnostics11020336;FALSKT
ki;2021;21 450,43;10.3390/ijerph18041941;FALSKT
ki;2021;16 945,01;10.3390/ijms21239010;FALSKT
ki;2021;13 059,46;10.3390/ijms22020801;FALSKT
ki;2021;16 959,79;10.3390/ijms22031025;FALSKT
ki;2021;16 937,56;10.3390/ijms22031217;FALSKT
ki;2021;16 821,42;10.3390/ijms22041793;FALSKT
ki;2021;16 562,88;10.3390/ijms22073664;FALSKT
ki;2021;10 527,71;10.3390/microorganisms9020322;FALSKT
ki;2021;14 864,19;10.3390/microorganisms9030493;FALSKT
ki;2021;16 649,42;10.3390/molecules26010143;FALSKT
ki;2021;20 003,70;10.3390/nu13030880;FALSKT
ki;2021;7 063,21;10.3390/pathogens9121076;FALSKT
ki;2021;16 478,92;10.3390/ph14030264;FALSKT
ki;2021;12 562,09;10.3390/pharmaceutics13010116;FALSKT
ki;2021;18 658,64;10.3390/s21020445;FALSKT
ki;2021;13 992,30;10.3390/v13010037;FALSKT
ki;2021;16 745,63;10.3390/vaccines9010061;FALSKT
ki;2021;35 896,56;10.3791/62503;SANT
ki;2021;9 518,88;10.3892/ol.2021.12501 ;FALSKT
ki;2021;9 600,02;10.3892/ol.2021.12538;FALSKT
ki;2021;25 215,89;10.4049/jimmunol.2000928;SANT
ki;2021;11 750,59;10.5271/sjweh.3908;SANT
ki;2021;20 850,75;10.7554/elife.60916;FALSKT
ki;2021;25116,60;10.1001/jamanetworkopen.2021.13014;FALSKT
ki;2021;25377,90;10.1001/jamanetworkopen.2021.14716;FALSKT
ki;2021;25344,30;10.1001/jamanetworkopen.2021.14904;FALSKT
ki;2021;24928,80;10.1001/jamanetworkopen.2021.18516;FALSKT
ki;2021;42596,00;10.1001/jamapsychiatry.2021.0469;SANT
ki;2021;18831,15;10.1016/j.cub.2021.04.001;SANT
ki;2021;32566,70;10.1016/j.jcmg.2021.02.021;SANT
ki;2021;11133,52;10.1016/j.jlr.2021.100083;FALSKT
ki;2021;44466,00;10.1016/s2215-0366(21)00171-1;SANT
ki;2021;44947,35;10.1038/s41379-021-00848-0;SANT
ki;2021;50417,64;10.1038/s41388-021-01825-2;SANT
ki;2021;46007,03;10.1038/s41416-021-01383-0;SANT
ki;2021;45774,74;10.1038/s41467-021-24078-9;FALSKT
ki;2021;17128,15;10.1038/s41598-021-83008-3;FALSKT
ki;2021;16774,80;10.1073/pnas.2011574118;SANT
ki;2021;5054,50;10.1080/02813432.2021.1928835;FALSKT
ki;2021;17494,09;10.1080/1547691x.2021.1905754;FALSKT
ki;2021;22327,19;10.1080/21505594.2021.1922010;FALSKT
ki;2021;7277,19;10.1097/cce.0000000000000495;FALSKT
ki;2021;30357,18;10.1097/j.pain.0000000000002305;SANT
ki;2021;36726,70;10.1097/j.pain.0000000000002309;SANT
ki;2021;29119,90;10.1097/j.pain.0000000000002324;SANT
ki;2021;35476,44;10.1097/j.pain.0000000000002387;SANT
ki;2021;29168,83;10.1097/wco.0000000000000959;SANT
ki;2021;16744,40;10.1124/dmd.120.000340;SANT
ki;2021;37294,20;10.1126/sciadv.abf7561;FALSKT
ki;2021;34343,60;10.1126/sciadv.abg5733;FALSKT
ki;2021;28451,26;10.1128/mbio.03027-20 ;FALSKT
ki;2021;32547,77;10.1128/msystems.00175-21;FALSKT
ki;2021;27789,06;10.1136/bmjspcare-2020-002778;SANT
ki;2021;12450,00;10.1158/0008-5472.can-20-1028;SANT
ki;2021;17291,28;10.1177/15579883211014774;FALSKT
ki;2021;25525,32;10.1210/endocr/bqab096;SANT
ki;2021;34930,56;10.1212/wnl.0000000000011630;SANT
ki;2021;29559,25;10.1212/wnl.0000000000012244;SANT
ki;2021;24859,80;10.1371/journal.pbio.3001263;FALSKT
ki;2021;20676,00;10.1371/journal.pcbi.1008772;FALSKT
ki;2021;14018,33;10.1371/journal.pone.0246674;FALSKT
ki;2021;14018,33;10.1371/journal.pone.0247623;FALSKT
ki;2021;14018,33;10.1371/journal.pone.0247724;FALSKT
ki;2021;14033,07;10.1371/journal.pone.0251965;FALSKT
ki;2021;14511,57;10.1371/journal.pone.0253710;FALSKT
ki;2021;20697,75;10.1371/journal.ppat.1009400;FALSKT
ki;2021;20676,00;10.1371/journal.ppat.1009432;FALSKT
ki;2021;20765,00;10.1371/journal.ppat.1009513;FALSKT
ki;2021;20676,00;10.1371/journal.ppat.1009553;FALSKT
ki;2021;20409,20;10.14573/altex.1911141;FALSKT
ki;2021;36246,00;10.1530/erc-20-0464;SANT
ki;2021;31954,23;10.18632/aging.203108;FALSKT
ki;2021;31826,03;10.18632/aging.203132;FALSKT
ki;2021;21155,96;10.2147/jmdh.s308840;FALSKT
ki;2021;24276,87;10.2174/1567205017666201215130254;SANT
ki;2021;13934,47;10.2174/1567205018666210330162207;SANT
ki;2021;17308,76;10.2196/17910;FALSKT
ki;2021;17789,45;10.2340/00015555-3818;FALSKT
ki;2021;16256,80;10.2340/16501977-2806;FALSKT
ki;2021;16176,00;10.2340/16501977-2847;FALSKT
ki;2021;6585,00;10.2340/20030711-1000064;FALSKT
ki;2021;7216,74;10.29392/001c.24589;FALSKT
ki;2021;15624,18;10.3389/fcimb.2021.668637;FALSKT
ki;2021;12752,70;10.3389/fendo.2021.652853;FALSKT
ki;2021;25263,51;10.3389/fendo.2021.657698;FALSKT
ki;2021;15863,57;10.3389/fgene.2021.680838;FALSKT
ki;2021;24575,27;10.3389/fgene.2021.686666;FALSKT
ki;2021;24697,11;10.3389/fgene.2021.687745;FALSKT
ki;2021;24560,23;10.3389/fgene.2021.688526;FALSKT
ki;2021;24697,11;10.3389/fimmu.2021.627986;FALSKT
ki;2021;25686,24;10.3389/fimmu.2021.666114;FALSKT
ki;2021;24404,47;10.3389/fimmu.2021.677550;FALSKT
ki;2021;21317,76;10.3389/fimmu.2021.689472;FALSKT
ki;2021;13860,67;10.3389/fmed.2021.651249;FALSKT
ki;2021;24502,70;10.3389/fmicb.2021.667718;FALSKT
ki;2021;24448,42;10.3389/fmicb.2021.696522;FALSKT
ki;2021;18303,35;10.3389/fnagi.2021.644611;FALSKT
ki;2021;24477,63;10.3389/fnagi.2021.656990;FALSKT
ki;2021;15402,18;10.3389/fnagi.2021.667854;FALSKT
ki;2021;16869,27;10.3389/fncel.2021.658662;FALSKT
ki;2021;15628,99;10.3389/fncel.2021.680858;FALSKT
ki;2021;24748,14;10.3389/fneur.2021.634065;FALSKT
ki;2021;24330,72;10.3389/fnins.2021.656876;FALSKT
ki;2021;25735,51;10.3389/fnins.2021.660726;FALSKT
ki;2021;12539,86;10.3389/fnins.2021.673184;FALSKT
ki;2021;15736,47;10.3389/fnins.2021.698633;FALSKT
ki;2021;24697,11;10.3389/fonc.2021.640490;FALSKT
ki;2021;24591,79;10.3389/fonc.2021.692834;FALSKT
ki;2021;24991,52;10.3389/fphys.2021.676501;FALSKT
ki;2021;22319,52;10.3389/fpsyg.2021.575100;FALSKT
ki;2021;24484,12;10.3389/fpsyg.2021.580463;FALSKT
ki;2021;6138,88;10.3389/fpsyt.2021.651083;FALSKT
ki;2021;25441,39;10.3389/fpsyt.2021.658171;FALSKT
ki;2021;15372,76;10.3389/fpsyt.2021.676962;FALSKT
ki;2021;24762,60;10.3389/fpsyt.2021.682868;FALSKT
ki;2021;4539,83;10.3389/ftox.2021.653386;FALSKT
ki;2021;11534,52;10.3390/antibiotics10050526;FALSKT
ki;2021;16302,38;10.3390/biology10060521;FALSKT
ki;2021;9110,25;10.3390/biom11060858;FALSKT
ki;2021;20133,88;10.3390/cancers13112553;FALSKT
ki;2021;19076,32;10.3390/cancers13122995;FALSKT
ki;2021;18257,38;10.3390/cells10061276;FALSKT
ki;2021;14663,14;10.3390/healthcare9060764;FALSKT
ki;2021;21171,61;10.3390/ijerph18073546;FALSKT
ki;2021;21196,50;10.3390/ijerph18084001;FALSKT
ki;2021;18958,61;10.3390/ijerph18094642;FALSKT
ki;2021;18977,24;10.3390/ijerph18158105;FALSKT
ki;2021;16437,42;10.3390/ijms22094530;FALSKT
ki;2021;16437,42;10.3390/ijms22094542;FALSKT
ki;2021;16349,12;10.3390/ijms22126247;FALSKT
ki;2021;9585,12;10.3390/jpm11060448;FALSKT
ki;2021;12300,67;10.3390/jpm11060519;FALSKT
ki;2021;13857,04;10.3390/metabo11060387;FALSKT
ki;2021;16774,29;10.3390/microorganisms9040827;FALSKT
ki;2021;14620,29;10.3390/microorganisms9061137;FALSKT
ki;2021;12986,49;10.3390/ph14040368;FALSKT
ki;2021;16582,20;10.3390/ph14050400;FALSKT
ki;2021;17415,87;10.3390/su13095221;FALSKT
ki;2021;10020,77;10.3390/v13050910;FALSKT
ki;2021;20108,09;10.3390/v13061031;FALSKT
ki;2021;23307,51;10.3892/or.2021.8119;SANT
ki;2021;21367,54;10.7554/elife.65658;FALSKT
ki;2021;2026,86;;FALSKT
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
